iter	Passed	Remaining
430	29200	106300
431	29261	106207
432	29327	106135
433	29388	106044
434	29449	105951
435	29512	105867
436	29580	105798
437	29631	105673
438	29693	105586
439	29749	105477
440	29818	105413
441	29877	105315
442	29935	105212
443	29994	105114
444	30063	105052
445	30127	104974
446	30191	104892
447	30250	104797
448	30310	104704
449	30374	104624
450	30437	104541
451	30494	104435
452	30562	104372
453	30620	104273
454	30677	104169
455	30739	104084
456	30811	104029
457	30867	103926
458	30925	103824
459	30986	103738
460	31058	103686
461	31123	103611
462	31185	103524
463	31242	103424
464	31314	103371
465	31375	103283
466	31436	103193
467	31496	103102
468	31563	103036
469	31622	102940
470	31682	102850
471	31742	102758
472	31811	102697
473	31893	102678
474	31957	102601
475	32017	102508
476	32087	102451
477	32153	102379
478	32208	102273
479	32276	102207
480	32329	102097
481	32392	102015
482	32449	101915
483	32514	101841
484	32580	101772
485	32635	101668
486	32690	101563
487	32760	101502
488	32815	101399
489	32870	101294
490	32932	101212
491	33004	101160
492	33066	101078
493	33132	101007
494	33195	100929
495	33261	100856
496	33325	100781
497	33390	100707
498	33463	100659
499	33525	100576
500	33581	100477
501	33636	100373
502	33689	100264
503	33754	100192
504	33816	100110
505	33874	100018
506	33937	99936
507	34008	99883
508	34067	99793
509	34121	99689
510	34180	99597
511	34249	99536
512	34307	99445
513	34364	99348
514	34421	99255
515	34491	99195
516	34553	99117
517	34610	99020
518	34665	98920
519	34734	98860
520	34790	98763
521	34846	98666
522	34901	98566
523	34971	98506
524	35026	98408
525	35088	98327
526	35150	98247
527	35208	98156
528	35269	98074
529	35329	97990
530	35387	97898
531	35448	97815
532	35509	97734
533	35566	97640
534	35624	97551
535	35691	97485
536	35750	97397
537	35807	97305
538	35865	97215
539	35928	97140
540	35988	97055
541	36053	96984
542	36113	96900
543	36182	96840
544	36243	96760
545	36301	96671
546	36363	96591
547	36425	96513
548	36489	96440
549	36543	96341
550	36606	96265
551	36674	96205
552	36731	96112
553	36794	96037
554	36849	95942
555	36916	95876
556	36969	95775
557	37030	95694
558	37096	95629
559	37164	95566
560	37228	95494
561	37296	95430
562	37357	95350
563	37429	95298
564	37489	95215
565	37552	95140
566	37612	95058
567	37680	94997
568	37739	94912
569	37794	94816
570	37846	94715
571	37906	94634
572	37973	94569
573	38032	94485
574	38103	94430
575	38168	94359
576	38230	94283
577	38284	94187
578	38357	94137
579	38416	94053
580	38471	93961
581	38527	93869
582	38585	93784
583	38676	93778
584	38731	93682
585	38791	93603
586	38861	93546
587	38918	93456
588	38976	93370
589	39054	93333
590	39127	93282
591	39186	93200
592	39244	93115
593	39304	93033
594	39374	92975
595	39435	92897
596	39491	92807
597	39546	92716
598	39611	92646
599	39667	92558
600	39728	92480
601	39782	92386
602	39838	92295
603	39910	92243
604	39971	92165
605	40026	92073
606	40098	92021
607	40158	91942
608	40217	91860
609	40278	91781
610	40343	91713
611	40398	91623
612	40460	91548
613	40516	91459
614	40585	91400
615	40650	91332
616	40708	91246
617	40764	91159
618	40825	91083
619	40882	90995
620	40936	90904
621	40994	90820
622	41061	90756
623	41125	90686
624	41184	90606
625	41245	90528
626	41312	90466
627	41372	90386
628	41425	90292
629	41482	90208
630	41556	90159
631	41618	90086
632	41674	89997
633	41729	89908
634	41802	89857
635	41861	89779
636	41921	89700
637	41988	89636
638	42063	89591
639	42123	89511
640	42193	89455
641	42254	89378
642	42319	89312
643	42383	89241
644	42441	89160
645	42496	89071
646	42562	89005
647	42622	88929
648	42686	88858
649	42743	88774
650	42815	88722
651	42875	88644
652	42940	88577
653	42998	88495
654	43070	88441
655	43133	88371
656	43196	88300
657	43266	88243
658	43340	88193
659	43395	88105
660	43461	88040
661	43525	87971
662	43581	87885
663	43636	87798
664	43693	87714
665	43759	87651
666	43822	87578
667	43878	87495
668	43938	87416
669	44007	87357
670	44063	87273
671	44120	87190
672	44176	87106
673	44238	87032
674	44294	86949
675	44362	86887
676	44421	86808
677	44484	86739
678	44539	86652
679	44593	86563
680	44646	86474
681	44711	86407
682	44773	86335
683	44837	86265
684	44889	86175
685	44961	86121
686	45017	86036
687	45073	85953
688	45132	85876
689	45203	85820
690	45260	85740
691	45322	85666
692	45389	85604
693	45454	85539
694	45512	85459
695	45570	85378
696	45624	85292
697	45688	85223
698	45749	85149
699	45808	85072
700	45864	84990
701	45935	84935
702	45991	84852
703	46055	84783
704	46115	84707
705	46179	84641
706	46235	84558
707	46297	84485
708	46354	84406
709	46425	84350
710	46482	84269
711	46537	84186
712	46592	84102
713	46667	84053
714	46729	83982
715	46789	83906
716	46846	83827
717	46910	83759
718	46968	83681
719	47025	83600
720	47086	83527
721	47149	83457
722	47210	83386
723	47270	83310
724	47327	83231
725	47393	83166
726	47456	83097
727	47508	83010
728	47570	82938
729	47635	82873
730	47697	82802
731	47758	82728
732	47820	82658
733	47888	82597
734	47944	82516
735	48012	82456
736	48071	82380
737	48140	82320
738	48207	82258
739	48265	82180
740	48327	82111
741	48402	82062
742	48458	81981
743	48517	81906
744	48579	81835
745	48647	81775
746	48709	81704
747	48764	81621
748	48819	81539
749	48887	81478
750	48951	81412
751	49014	81342
752	49074	81269
753	49146	81215
754	49207	81142
755	49265	81066
756	49326	80994
757	49391	80928
758	49444	80844
759	49509	80778
760	49566	80700
761	49636	80642
762	49696	80569
763	49753	80491
764	49810	80413
765	49879	80353
766	49945	80290
767	50007	80219
768	50070	80151
769	50142	80098
770	50202	80024
771	50261	79950
772	50314	79865
773	50381	79803
774	50439	79727
775	50491	79641
776	50551	79568
777	50624	79514
778	50682	79438
779	50735	79354
780	50787	79269
781	50850	79202
782	50906	79122
783	50969	79054
784	51031	78985
785	51103	78931
786	51158	78849
787	51218	78778
788	51277	78703
789	51340	78635
790	51405	78570
791	51461	78491
792	51515	78410
793	51575	78337
794	51634	78263
795	51691	78186
796	51747	78108
797	51809	78038
798	51867	77963
799	51924	77887
800	51987	77818
801	52056	77760
802	52119	77692
803	52176	77615
804	52233	77539
805	52301	77478
806	52362	77408
807	52420	77332
808	52480	77260
809	52547	77199
810	52611	77132
811	52668	77056
812	52727	76984
813	52797	76925
814	52856	76852
815	52916	76781
816	52975	76706
817	53040	76643
818	53104	76576
819	53160	76499
820	53222	76430
821	53287	76365
822	53352	76301
823	53408	76223
824	53462	76143
825	53532	76085
826	53591	76013
827	53655	75946
828	53710	75867
829	53776	75806
830	53832	75728
831	53888	75651
832	53943	75573
833	54010	75510
834	54070	75440
835	54142	75385
836	54206	75318
837	54272	75256
838	54332	75185
839	54392	75113
840	54460	75052
841	54518	74979
842	54568	74894
843	54624	74817
844	54691	74756
845	54753	74686
846	54810	74612
847	54868	74538
848	54936	74478
849	55002	74415
850	55058	74338
851	55118	74268
852	55201	74227
853	55258	74151
854	55317	74079
855	55372	74002
856	55439	73941
857	55502	73873
858	55557	73796
859	55614	73721
860	55676	73653
861	55737	73584
862	55791	73505
863	55849	73431
864	55913	73366
865	55978	73301
866	56038	73231
867	56099	73161
868	56183	73122
869	56246	73055
870	56306	72984
871	56361	72908
872	56430	72849
873	56490	72778
874	56551	72709
875	56611	72638
876	56676	72574
877	56737	72504
878	56790	72425
879	56846	72350
880	56917	72293
881	56979	72225
882	57037	72152
883	57096	72081
884	57170	72028
885	57239	71968
886	57302	71902
887	57362	71832
888	57430	71772
889	57489	71700
890	57543	71622
891	57599	71547
892	57665	71484
893	57729	71419
894	57789	71348
895	57850	71279
896	57932	71236
897	58003	71180
898	58063	71110
899	58121	71037
900	58187	70975
901	58253	70911
902	58308	70835
903	58362	70758
904	58426	70693
905	58487	70623
906	58546	70553
907	58604	70480
908	58672	70420
909	58731	70348
910	58789	70276
911	58842	70198
912	58919	70148
913	59001	70104
914	59059	70031
915	59115	69958
916	59182	69895
917	59235	69818
918	59306	69760
919	59376	69702
920	59446	69644
921	59514	69584
922	59566	69505
923	59623	69432
924	59692	69371
925	59757	69308
926	59820	69241
927	59877	69168
928	59948	69111
929	60009	69042
930	60063	68966
931	60125	68898
932	60195	68840
933	60250	68765
934	60312	68698
935	60367	68623
936	60445	68573
937	60505	68504
938	60560	68428
939	60616	68354
940	60679	68288
941	60743	68223
942	60802	68153
943	60864	68085
944	60932	68024
945	60992	67955
946	61051	67885
947	61109	67813
948	61177	67752
949	61239	67685
950	61302	67619
951	61358	67546
952	61420	67478
953	61473	67402
954	61535	67334
955	61591	67261
956	61660	67201
957	61718	67130
958	61772	67054
959	61826	66978
960	61892	66916
961	61955	66849
962	62019	66785
963	62078	66714
964	62144	66652
965	62204	66582
966	62263	66512
967	62323	66443
968	62388	66380
969	62445	66307
970	62511	66245
971	62569	66174
972	62637	66113
973	62698	66045
974	62771	65990
975	62836	65926
976	62902	65863
977	62965	65798
978	63019	65723
979	63080	65655
980	63141	65587
981	63202	65519
982	63257	65445
983	63310	65369
984	63379	65309
985	63438	65239
986	63501	65173
987	63560	65104
988	63623	65038
989	63684	64970
990	63747	64904
991	63802	64831
992	63865	64765
993	63926	64698
994	63988	64631
995	64048	64563
996	64116	64502
997	64168	64426
998	64227	64356
999	64286	64286
1000	64351	64222
1001	64407	64149
1002	64467	64082
1003	64527	64013
1004	64597	63955
1005	64659	63887
1006	64719	63819
1007	64781	63752
1008	64850	63693
1009	64909	63624
1010	64982	63568
1011	65083	63539
1012	65156	63483
1013	65208	63407
1014	65270	63341
1015	65351	63292
1016	65410	63223
1017	65470	63154
1018	65541	63097
1019	65608	63035
1020	65664	62963
1021	65726	62896
1022	65788	62830
1023	65857	62770
1024	65926	62710
1025	65990	62646
1026	66052	62579
1027	66124	62522
1028	66178	62448
1029	66235	62377
1030	66292	62305
1031	66363	62248
1032	66418	62174
1033	66480	62108
1034	66542	62042
1035	66610	61980
1036	66665	61908
1037	66722	61836
1038	66777	61764
1039	66833	61692
1040	66901	61631
1041	66960	61562
1042	67023	61496
1043	67090	61435
1044	67143	61360
1045	67201	61290
1046	67256	61218
1047	67317	61151
1048	67384	61088
1049	67438	61015
1050	67492	60942
1051	67564	60885
1052	67625	60818
1053	67682	60747
1054	67746	60682
1055	67811	60619
1056	67871	60550
1057	67935	60486
1058	67993	60417
1059	68096	60387
1060	68157	60320
1061	68224	60258
1062	68285	60191
1063	68363	60139
1064	68436	60082
1065	68512	60028
1066	68587	59974
1067	68659	59915
1068	68714	59844
1069	68776	59777
1070	68843	59715
1071	68904	59648
1072	68963	59579
1073	69023	59511
1074	69092	59451
1075	69153	59384
1076	69213	59316
1077	69272	59247
1078	69337	59184
1079	69406	59123
1080	69458	59049
1081	69508	58973
1082	69579	58914
1083	69634	58842
1084	69689	58770
1085	69746	58700
1086	69813	58637
1087	69876	58572
1088	69942	58510
1089	69996	58437
1090	70069	58380
1091	70123	58307
1092	70182	58239
1093	70235	58165
1094	70292	58095
1095	70356	58031
1096	70411	57959
1097	70464	57886
1098	70525	57819
1099	70594	57759
1100	70651	57689
1101	70714	57624
1102	70781	57562
1103	70846	57498
1104	70906	57431
1105	70966	57363
1106	71034	57302
1107	71093	57234
1108	71153	57166
1109	71212	57098
1110	71275	57032
1111	71341	56970
1112	71401	56902
1113	71452	56828
1114	71521	56768
1115	71580	56699
1116	71635	56628
1117	71700	56564
1118	71761	56498
1119	71825	56434
1120	71885	56366
1121	71948	56301
1122	72016	56240
1123	72074	56172
1124	72131	56102
1125	72201	56042
1126	72270	55982
1127	72330	55914
1128	72384	55843
1129	72446	55777
1130	72515	55716
1131	72576	55650
1132	72633	55581
1133	72699	55518
1134	72769	55458
1135	72822	55386
1136	72886	55321
1137	72948	55256
1138	73023	55200
1139	73085	55134
1140	73144	55066
1141	73203	54998
1142	73263	54931
1143	73329	54868
1144	73383	54797
1145	73439	54727
1146	73499	54660
1147	73556	54590
1148	73609	54518
1149	73663	54446
1150	73728	54383
1151	73789	54317
1152	73848	54249
1153	73905	54180
1154	73968	54115
1155	74035	54053
1156	74096	53987
1157	74152	53917
1158	74222	53858
1159	74283	53791
1160	74343	53724
1161	74402	53657
1162	74467	53593
1163	74530	53528
1164	74590	53461
1165	74644	53390
1166	74707	53325
1167	74762	53255
1168	74824	53190
1169	74885	53123
1170	74948	53058
1171	75012	52995
1172	75071	52927
1173	75135	52863
1174	75199	52799
1175	75257	52731
1176	75312	52661
1177	75381	52600
1178	75446	52537
1179	75505	52470
1180	75560	52399
1181	75621	52333
1182	75683	52268
1183	75738	52198
1184	75790	52125
1185	75848	52057
1186	75903	51987
1187	75971	51926
1188	76029	51858
1189	76085	51788
1190	76147	51723
1191	76221	51666
1192	76288	51605
1193	76350	51539
1194	76412	51474
1195	76485	51416
1196	76543	51348
1197	76604	51283
1198	76665	51216
1199	76757	51171
1200	76810	51100
1201	76865	51030
1202	76925	50964
1203	76985	50897
1204	77047	50831
1205	77120	50774
1206	77180	50707
1207	77248	50646
1208	77302	50575
1209	77362	50509
1210	77417	50439
1211	77482	50376
1212	77552	50316
1213	77624	50257
1214	77691	50195
1215	77760	50134
1216	77831	50075
1217	77911	50022
1218	77986	49965
1219	78061	49908
1220	78132	49848
1221	78206	49791
1222	78263	49722
1223	78323	49655
1224	78380	49587
1225	78446	49525
1226	78502	49456
1227	78566	49391
1228	78634	49330
1229	78699	49267
1230	78757	49199
1231	78814	49130
1232	78871	49062
1233	78941	49002
1234	78999	48935
1235	79061	48869
1236	79118	48801
1237	79185	48739
1238	79242	48671
1239	79297	48601
1240	79356	48534
1241	79426	48474
1242	79489	48409
1243	79545	48341
1244	79632	48291
1245	79700	48229
1246	79766	48167
1247	79830	48103
1248	79901	48043
1249	79961	47976
1250	80016	47907
1251	80073	47839
1252	80146	47780
1253	80202	47712
1254	80254	47641
1255	80316	47575
1256	80379	47511
1257	80442	47446
1258	80514	47387
1259	80615	47345
1260	80674	47278
1261	80745	47218
1262	80800	47149
1263	80896	47104
1264	80977	47050
1265	81049	46990
1266	81107	46923
1267	81185	46867
1268	81246	46801
1269	81305	46734
1270	81365	46668
1271	81428	46603
1272	81497	46542
1273	81559	46477
1274	81611	46406
1275	81674	46342
1276	81732	46274
1277	81789	46206
1278	81847	46139
1279	81919	46079
1280	81982	46015
1281	82058	45958
1282	82122	45894
1283	82188	45830
1284	82244	45762
1285	82300	45693
1286	82356	45625
1287	82423	45563
1288	82498	45505
1289	82575	45448
1290	82644	45387
1291	82709	45323
1292	82770	45258
1293	82836	45195
1294	82904	45133
1295	82965	45067
1296	83023	45000
1297	83085	44935
1298	83147	44869
1299	83210	44805
1300	83272	44740
1301	83329	44673
1302	83401	44612
1303	83464	44548
1304	83517	44478
1305	83573	44410
1306	83634	44344
1307	83703	44283
1308	83757	44214
1309	83811	44144
1310	83873	44080
1311	83946	44020
1312	84014	43958
1313	84069	43890
1314	84135	43827
1315	84196	43761
1316	84255	43695
1317	84307	43624
1318	84376	43563
1319	84438	43498
1320	84492	43429
1321	84562	43368
1322	84629	43306
1323	84704	43247
1324	84765	43182
1325	84823	43115
1326	84897	43056
1327	84954	42988
1328	85013	42922
1329	85074	42856
1330	85145	42796
1331	85209	42732
1332	85269	42666
1333	85329	42600
1334	85385	42533
1335	85449	42468
1336	85506	42401
1337	85559	42332
1338	85627	42269
1339	85685	42203
1340	85740	42135
1341	85802	42070
1342	85867	42006
1343	85929	41941
1344	85989	41875
1345	86045	41807
1346	86116	41747
1347	86179	41683
1348	86237	41616
1349	86297	41550
1350	86368	41490
1351	86425	41422
1352	86486	41357
1353	86551	41294
1354	86611	41228
1355	86678	41165
1356	86733	41097
1357	86792	41031
1358	86867	40972
1359	86936	40911
1360	87000	40847
1361	87062	40782
1362	87134	40722
1363	87189	40654
1364	87249	40588
1365	87307	40521
1366	87375	40460
1367	87439	40395
1368	87500	40330
1369	87563	40266
1370	87632	40205
1371	87689	40137
1372	87741	40068
1373	87799	40001
1374	87867	39939
1375	87941	39880
1376	88002	39815
1377	88061	39749
1378	88133	39689
1379	88225	39637
1380	88301	39578
1381	88371	39517
1382	88427	39450
1383	88488	39384
1384	88545	39317
1385	88621	39259
1386	88688	39197
1387	88757	39135
1388	88833	39076
1389	88904	39015
1390	88973	38953
1391	89028	38885
1392	89093	38822
1393	89153	38756
1394	89206	38687
1395	89275	38626
1396	89345	38565
1397	89403	38498
1398	89461	38432
1399	89530	38370
1400	89593	38305
1401	89646	38237
1402	89708	38172
1403	89763	38104
1404	89826	38040
1405	89891	37976
1406	89952	37911
1407	90012	37846
1408	90081	37784
1409	90146	37720
1410	90204	37654
1411	90269	37590
1412	90331	37526
1413	90387	37458
1414	90443	37391
1415	90497	37323
1416	90558	37258
1417	90622	37195
1418	90683	37129
1419	90744	37064
1420	90816	37003
1421	90877	36939
1422	90935	36872
1423	90995	36806
1424	91060	36743
1425	91121	36678
1426	91176	36611
1427	91232	36543
1428	91301	36482
1429	91363	36417
1430	91418	36350
1431	91477	36284
1432	91541	36220
1433	91594	36152
1434	91650	36085
1435	91711	36020
1436	91778	35957
1437	91842	35894
1438	91901	35828
1439	91961	35762
1440	92032	35701
1441	92098	35638
1442	92156	35572
1443	92223	35509
1444	92291	35447
1445	92351	35382
1446	92422	35321
1447	92479	35254
1448	92546	35191
1449	92604	35125
1450	92658	35058
1451	92717	34992
1452	92783	34929
1453	92849	34866
1454	92904	34799
1455	92966	34734
1456	93038	34673
1457	93122	34617
1458	93185	34553
1459	93257	34492
1460	93333	34432
1461	93388	34365
1462	93446	34300
1463	93514	34237
1464	93568	34170
1465	93627	34104
1466	93688	34039
1467	93756	33977
1468	93813	33910
1469	93878	33847
1470	93932	33779
1471	94019	33724
1472	94089	33662
1473	94158	33600
1474	94227	33538
1475	94315	33483
1476	94378	33418
1477	94438	33353
1478	94499	33288
1479	94552	33221
1480	94605	33153
1481	94667	33088
1482	94732	33025
1483	94790	32959
1484	94850	32894
1485	94919	32832
1486	94985	32768
1487	95051	32705
1488	95109	32639
1489	95180	32578
1490	95248	32516
1491	95308	32450
1492	95367	32385
1493	95438	32323
1494	95494	32257
1495	95551	32191
1496	95608	32124
1497	95672	32061
1498	95733	31996
1499	95792	31930
1500	95852	31865
1501	95919	31802
1502	95975	31736
1503	96028	31669
1504	96081	31601
1505	96139	31535
1506	96206	31472
1507	96275	31410
1508	96333	31345
1509	96394	31280
1510	96465	31218
1511	96522	31152
1512	96578	31086
1513	96632	31019
1514	96692	30954
1515	96759	30891
1516	96823	30827
1517	96879	30761
1518	96954	30701
1519	97013	30635
1520	97075	30571
1521	97131	30505
1522	97212	30446
1523	97271	30381
1524	97335	30317
1525	97389	30250
1526	97457	30188
1527	97517	30123
1528	97570	30056
1529	97626	29989
1530	97686	29924
1531	97752	29861
1532	97814	29797
1533	97874	29732
1534	97943	29670
1535	97998	29603
1536	98053	29537
1537	98167	29488
1538	98237	29426
1539	98299	29362
1540	98358	29296
1541	98433	29236
1542	98494	29171
1543	98548	29105
1544	98604	29038
1545	98676	28977
1546	98733	28911
1547	98791	28846
1548	98856	28782
1549	98932	28722
1550	98990	28656
1551	99049	28591
1552	99109	28526
1553	99182	28465
1554	99237	28399
1555	99291	28332
1556	99351	28267
1557	99419	28205
1558	99481	28140
1559	99540	28075
1560	99602	28011
1561	99658	27945
1562	99721	27881
1563	99778	27815
1564	99840	27751
1565	99910	27689
1566	99968	27623
1567	100026	27558
1568	100082	27492
1569	100143	27427
1570	100206	27363
1571	100261	27297
1572	100317	27231
1573	100378	27167
1574	100439	27102
1575	100497	27037
1576	100552	26971
1577	100616	26907
1578	100671	26841
1579	100727	26775
1580	100791	26712
1581	100862	26650
1582	100925	26586
1583	101008	26527
1584	101075	26464
1585	101143	26401
1586	101202	26337
1587	101264	26272
1588	101336	26210
1589	101397	26146
1590	101454	26080
1591	101511	26015
1592	101580	25953
1593	101644	25889
1594	101695	25822
1595	101757	25758
1596	101822	25694
1597	101892	25632
1598	101948	25566
1599	102003	25500
1600	102076	25439
1601	102133	25373
1602	102191	25308
1603	102252	25244
1604	102329	25183
1605	102390	25119
1606	102449	25054
1607	102504	24988
1608	102567	24924
1609	102633	24861
1610	102693	24796
1611	102759	24733
1612	102829	24671
1613	102888	24606
1614	102966	24546
1615	103019	24479
1616	103080	24415
1617	103139	24350
1618	103205	24287
1619	103276	24225
1620	103341	24161
1621	103398	24096
1622	103460	24032
1623	103519	23967
1624	103594	23906
1625	103655	23842
1626	103711	23776
1627	103770	23711
1628	103835	23648
1629	103891	23582
1630	103949	23517
1631	104007	23452
1632	104074	23389
1633	104137	23325
1634	104190	23259
1635	104243	23193
1636	104304	23129
1637	104369	23065
1638	104426	23000
1639	104479	22934
1640	104540	22870
1641	104601	22805
1642	104667	22742
1643	104725	22677
1644	104789	22614
1645	104845	22548
1646	104909	22485
1647	104968	22420
1648	105031	22356
1649	105090	22291
1650	105149	22227
1651	105220	22165
1652	105292	22103
1653	105357	22039
1654	105426	21977
1655	105483	21912
1656	105557	21850
1657	105630	21788
1658	105694	21725
1659	105756	21660
1660	105840	21601
1661	105911	21539
1662	105989	21478
